host_name,planet_letter,planet_name,num_planets_in_system,discovery_year,num_moons,link_to_wiki
Kepler-1039,b,Kepler-1039 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1039_b/
Kepler-104,b,Kepler-104 b,3,2014,0,http://exoplanet.eu/catalog/kepler-104_b/
Kepler-104,c,Kepler-104 c,3,2014,0,http://exoplanet.eu/catalog/kepler-104_c/
Kepler-104,d,Kepler-104 d,3,2014,0,http://exoplanet.eu/catalog/kepler-104_d/
Kepler-1040,b,Kepler-1040 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1040_b/
Kepler-1041,b,Kepler-1041 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1041_b/
Kepler-1042,b,Kepler-1042 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1042_b/
Kepler-1043,b,Kepler-1043 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1043_b/
Kepler-1044,b,Kepler-1044 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1044_b/
Kepler-1045,b,Kepler-1045 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1045_b/
Kepler-1046,b,Kepler-1046 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1046_b/
Kepler-1047,b,Kepler-1047 b,2,2016,0,http://exoplanet.eu/catalog/Kepler-1047_b/
Kepler-1047,c,Kepler-1047 c,2,2016,0,http://exoplanet.eu/catalog/Kepler-1047_c/
Kepler-1048,b,Kepler-1048 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1048_b/
Kepler-1049,b,Kepler-1049 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1049_b/
Kepler-105,b,Kepler-105 b,2,2013,0,
Kepler-105,c,Kepler-105 c,2,2014,0,http://exoplanet.eu/catalog/kepler-105_c/
Kepler-1050,b,Kepler-1050 b,2,2016,0,http://exoplanet.eu/catalog/Kepler-1050_b/
Kepler-1050,c,Kepler-1050 c,2,2016,0,http://exoplanet.eu/catalog/Kepler-1050_c/
Kepler-1051,b,Kepler-1051 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1051_b/
Kepler-1052,b,Kepler-1052 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1052_b/
Kepler-1053,b,Kepler-1053 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1053_b/
Kepler-1054,b,Kepler-1054 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1054_b/
Kepler-1055,b,Kepler-1055 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1055_b/
Kepler-1056,b,Kepler-1056 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1056_b/
Kepler-1057,b,Kepler-1057 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1057_b/
Kepler-1058,b,Kepler-1058 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1058_b/
Kepler-1059,b,Kepler-1059 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1059_b/
Kepler-106,b,Kepler-106 b,4,2014,0,http://exoplanet.eu/catalog/Kepler-106_b/
Kepler-106,c,Kepler-106 c,4,2014,0,http://exoplanet.eu/catalog/Kepler-106_c/
Kepler-106,d,Kepler-106 d,4,2014,0,http://exoplanet.eu/catalog/Kepler-106_d/
Kepler-106,e,Kepler-106 e,4,2014,0,http://exoplanet.eu/catalog/Kepler-106_e/
Kepler-1060,b,Kepler-1060 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1060_b/
Kepler-1061,b,Kepler-1061 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1061_b/
Kepler-1062,b,Kepler-1062 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1062_b/
Kepler-1063,b,Kepler-1063 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1063_b/
Kepler-1064,b,Kepler-1064 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1064_b/
Kepler-1065,b,Kepler-1065 b,2,2016,0,http://exoplanet.eu/catalog/Kepler-1065_b/
Kepler-1065,c,Kepler-1065 c,2,2016,0,http://exoplanet.eu/catalog/Kepler-1065_c/
Kepler-1066,b,Kepler-1066 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1066_b/
Kepler-1067,b,Kepler-1067 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1067_b/
Kepler-1068,b,Kepler-1068 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1068_b/
Kepler-1069,b,Kepler-1069 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1069_b/
Kepler-107,b,Kepler-107 b,4,2014,0,http://exoplanet.eu/catalog/kepler-107_b/
Kepler-107,c,Kepler-107 c,4,2014,0,http://exoplanet.eu/catalog/kepler-107_c/
Kepler-107,d,Kepler-107 d,4,2014,0,http://exoplanet.eu/catalog/kepler-107_d/
Kepler-107,e,Kepler-107 e,4,2014,0,http://exoplanet.eu/catalog/kepler-107_e/
Kepler-1070,b,Kepler-1070 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1070_b/
Kepler-1071,b,Kepler-1071 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1071_b/
Kepler-1072,b,Kepler-1072 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1072_b/
Kepler-1073,b,Kepler-1073 b,2,2016,0,http://exoplanet.eu/catalog/kepler-1073_b/
Kepler-1073,c,Kepler-1073 c,2,2016,0,http://exoplanet.eu/catalog/kepler-1073_c/
Kepler-1074,b,Kepler-1074 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1074_b/
Kepler-1075,b,Kepler-1075 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1075_b/
Kepler-1076,b,Kepler-1076 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1076_b/
Kepler-1077,b,Kepler-1077 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1077_b/
Kepler-1078,b,Kepler-1078 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1078_b/
Kepler-1079,b,Kepler-1079 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1079_b/
Kepler-108,b,Kepler-108 b,2,2014,0,http://exoplanet.eu/catalog/kepler-108_b/
Kepler-108,c,Kepler-108 c,2,2014,0,http://exoplanet.eu/catalog/kepler-108_c/
Kepler-1080,b,Kepler-1080 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1080_b/
Kepler-1081,b,Kepler-1081 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1081_b/
Kepler-1082,b,Kepler-1082 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1082_b/
Kepler-1083,b,Kepler-1083 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1083_b/
Kepler-1084,b,Kepler-1084 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1084_b/
Kepler-1085,b,Kepler-1085 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1085_b/
Kepler-1086,b,Kepler-1086 b,2,2016,0,http://exoplanet.eu/catalog/kepler-1086_b/
Kepler-1086,c,Kepler-1086 c,2,2016,0,http://exoplanet.eu/catalog/kepler-1086_c/
Kepler-1087,b,Kepler-1087 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1087_b/
Kepler-1088,b,Kepler-1088 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1088_b/
Kepler-1089,b,Kepler-1089 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1089_b/
Kepler-109,b,Kepler-109 b,2,2014,0,http://exoplanet.eu/catalog/kepler-109_b/
Kepler-109,c,Kepler-109 c,2,2014,0,http://exoplanet.eu/catalog/kepler-109_c/
Kepler-1090,b,Kepler-1090 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1090_b/
Kepler-1091,b,Kepler-1091 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1091_b/
Kepler-1092,b,Kepler-1092 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1092_b/
Kepler-1093,b,Kepler-1093 b,2,2016,0,http://exoplanet.eu/catalog/Kepler-1093_b/
Kepler-1093,c,Kepler-1093 c,2,2016,0,http://exoplanet.eu/catalog/Kepler-1093_c/
Kepler-1094,b,Kepler-1094 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1094_b/
Kepler-1095,b,Kepler-1095 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1095_b/
Kepler-1096,b,Kepler-1096 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1096_b/
Kepler-1097,b,Kepler-1097 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1097_b/
Kepler-1098,b,Kepler-1098 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1098_b/
Kepler-1099,b,Kepler-1099 b,1,2016,0,http://exoplanet.eu/catalog/Kepler-1099_b/
Kepler-11,b,Kepler-11 b,6,2010,0,http://exoplanet.eu/catalog/kepler-11_b/
Kepler-11,c,Kepler-11 c,6,2010,0,http://exoplanet.eu/catalog/kepler-11_c/
Kepler-11,d,Kepler-11 d,6,2010,0,http://exoplanet.eu/catalog/kepler-11_d/
Kepler-11,e,Kepler-11 e,6,2010,0,http://exoplanet.eu/catalog/kepler-11_e/
Kepler-11,f,Kepler-11 f,6,2010,0,http://exoplanet.eu/catalog/kepler-11_f/
Kepler-11,g,Kepler-11 g,6,2010,0,http://exoplanet.eu/catalog/kepler-11_g/
Kepler-110,b,Kepler-110 b,2,2014,0,http://exoplanet.eu/catalog/kepler-110_b/
Kepler-110,c,Kepler-110 c,2,2014,0,http://exoplanet.eu/catalog/kepler-110_c/
Kepler-1100,b,Kepler-1100 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1100_b/
Kepler-1101,b,Kepler-1101 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1101_b/
Kepler-1102,b,Kepler-1102 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1102_b/
Kepler-1103,b,Kepler-1103 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1103_b/
Kepler-1104,b,Kepler-1104 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1104_b/
Kepler-1105,b,Kepler-1105 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1105_b/
Kepler-1106,b,Kepler-1106 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1106_b/
Kepler-1107,b,Kepler-1107 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1107_b/
Kepler-1108,b,Kepler-1108 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1108_b/
Kepler-1109,b,Kepler-1109 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1109_b/
Kepler-111,b,Kepler-111 b,2,2014,0,http://exoplanet.eu/catalog/kepler-110_b/
Kepler-111,c,Kepler-111 c,2,2014,0,http://exoplanet.eu/catalog/kepler-111_c/
Kepler-1110,b,Kepler-1110 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1110_b/
Kepler-1111,b,Kepler-1111 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1111_b/
Kepler-1112,b,Kepler-1112 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1112_b/
Kepler-1113,b,Kepler-1113 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1113_b/
Kepler-1114,b,Kepler-1114 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1114_b/
Kepler-1115,b,Kepler-1115 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1115_b/
Kepler-1116,b,Kepler-1116 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1116_b/
Kepler-1117,b,Kepler-1117 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1117_b/
Kepler-1118,b,Kepler-1118 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1118_b/
Kepler-1119,b,Kepler-1119 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1119_b/
Kepler-112,b,Kepler-112 b,2,2014,0,http://exoplanet.eu/catalog/kepler-112_b/
Kepler-112,c,Kepler-112 c,2,2014,0,http://exoplanet.eu/catalog/kepler-112_c/
Kepler-1120,b,Kepler-1120 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1120_b/
Kepler-1121,b,Kepler-1121 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1121_b/
Kepler-1122,b,Kepler-1122 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1122_b/
Kepler-1123,b,Kepler-1123 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1123_b/
Kepler-1124,b,Kepler-1124 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1124_b/
Kepler-1125,b,Kepler-1125 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1125_b/
Kepler-1126,b,Kepler-1126 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1126_b/
Kepler-1127,b,Kepler-1127 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1127_b/
Kepler-1128,b,Kepler-1128 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1128_b/
Kepler-1129,b,Kepler-1129 b,2,2016,0,http://exoplanet.eu/catalog/kepler-1129_b/
Kepler-1129,c,Kepler-1129 c,2,2016,0,http://exoplanet.eu/catalog/kepler-1129_c/
Kepler-113,b,Kepler-113 b,2,2014,0,http://exoplanet.eu/catalog/kepler-113_b/
Kepler-113,c,Kepler-113 c,2,2014,0,http://exoplanet.eu/catalog/kepler-113_c/
Kepler-1130,b,Kepler-1130 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1130_b/
Kepler-1131,b,Kepler-1131 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1131_b/
Kepler-1132,b,Kepler-1132 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1132_b/
Kepler-1133,b,Kepler-1133 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1133_b/
Kepler-1134,b,Kepler-1134 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1134_b/
Kepler-1135,b,Kepler-1135 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1135_b/
Kepler-1136,b,Kepler-1136 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1136_b/
Kepler-1137,b,Kepler-1137 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1137_b/
Kepler-1138,b,Kepler-1138 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1138_b/
Kepler-1139,b,Kepler-1139 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1139_b/
Kepler-114,b,Kepler-114 b,3,2014,0,http://exoplanet.eu/catalog/kepler-114_b/
Kepler-114,c,Kepler-114 c,3,2013,0,http://exoplanet.eu/catalog/kepler-114_c/
Kepler-114,d,Kepler-114 d,3,2013,0,http://exoplanet.eu/catalog/kepler-114_d/
Kepler-1140,b,Kepler-1140 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1140_b/
Kepler-1141,b,Kepler-1141 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1141_b/
Kepler-1142,b,Kepler-1142 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1142_b/
Kepler-1143,b,Kepler-1143 b,2,2016,0,http://exoplanet.eu/catalog/kepler-1143_b/
Kepler-1143,c,Kepler-1143 c,2,2016,0,http://exoplanet.eu/catalog/kepler-1143_c/
Kepler-1144,b,Kepler-1144 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1144_b/
Kepler-1145,b,Kepler-1145 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1145_b/
Kepler-1146,b,Kepler-1146 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1146_b/
Kepler-1147,b,Kepler-1147 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1147_b/
Kepler-1148,b,Kepler-1148 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1148_b/
Kepler-1149,b,Kepler-1149 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1149_b/
Kepler-115,b,Kepler-115 b,2,2014,0,http://exoplanet.eu/catalog/kepler-115_b/
Kepler-115,c,Kepler-115 c,2,2014,0,http://exoplanet.eu/catalog/kepler-115_c/
Kepler-1150,b,Kepler-1150 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1150_b/
Kepler-1151,b,Kepler-1151 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1151_b/
Kepler-1152,b,Kepler-1152 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1152_b/
Kepler-1153,b,Kepler-1153 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1153_b/
Kepler-1154,b,Kepler-1154 b,2,2016,0,http://exoplanet.eu/catalog/kepler-1154_b/
Kepler-1154,c,Kepler-1154 c,2,2016,0,http://exoplanet.eu/catalog/kepler-1154_c/
Kepler-1155,b,Kepler-1155 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1155_b/
Kepler-1156,b,Kepler-1156 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1156_b/
Kepler-1157,b,Kepler-1157 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1157_b/
Kepler-1158,b,Kepler-1158 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1158_b/
Kepler-1159,b,Kepler-1159 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1159_b/
Kepler-116,b,Kepler-116 b,2,2014,0,http://exoplanet.eu/catalog/kepler-116_b/
Kepler-116,c,Kepler-116 c,2,2014,0,http://exoplanet.eu/catalog/kepler-116_c/
Kepler-1160,b,Kepler-1160 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1160_b/
Kepler-1161,b,Kepler-1161 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1161_b/
Kepler-1162,b,Kepler-1162 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1162_b/
Kepler-1163,b,Kepler-1163 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1163_b/
Kepler-1164,b,Kepler-1164 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1164_b/
Kepler-1165,b,Kepler-1165 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1165_b/
Kepler-1166,b,Kepler-1166 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1166_b/
Kepler-1167,b,Kepler-1167 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1167_b/
Kepler-1168,b,Kepler-1168 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1168_b/
Kepler-1169,b,Kepler-1169 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1169_b/
Kepler-117,b,Kepler-117 b,2,2014,0,http://exoplanet.eu/catalog/kepler-117_b/
Kepler-117,c,Kepler-117 c,2,2014,0,http://exoplanet.eu/catalog/kepler-117_c/
Kepler-1170,b,Kepler-1170 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1170_b/
Kepler-1171,b,Kepler-1171 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1171_b/
Kepler-1172,b,Kepler-1172 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1172_b/
Kepler-1173,b,Kepler-1173 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1173_b/
Kepler-1174,b,Kepler-1174 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1174_b/
Kepler-1175,b,Kepler-1175 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1175_b/
Kepler-1176,b,Kepler-1176 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1176_b/
Kepler-1177,b,Kepler-1177 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1177_b/
Kepler-1178,b,Kepler-1178 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1178_b/
Kepler-1179,b,Kepler-1179 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1179_b/
Kepler-118,b,Kepler-118 b,2,2014,0,http://exoplanet.eu/catalog/kepler-118_b/
Kepler-118,c,Kepler-118 c,2,2014,0,http://exoplanet.eu/catalog/kepler-118_c/
Kepler-1180,b,Kepler-1180 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1180_b/
Kepler-1181,b,Kepler-1181 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1181_b/
Kepler-1182,b,Kepler-1182 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1182_b/
Kepler-1183,b,Kepler-1183 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1183_b/
Kepler-1184,b,Kepler-1184 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1184_b/
Kepler-1185,b,Kepler-1185 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1185_b/
Kepler-1186,b,Kepler-1186 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1186_b/
Kepler-1187,b,Kepler-1187 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1187_b/
Kepler-1188,b,Kepler-1188 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1188_b/
Kepler-1189,b,Kepler-1189 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1189_b/
Kepler-119,b,Kepler-119 b,2,2014,0,http://exoplanet.eu/catalog/kepler-119_b/
Kepler-119,c,Kepler-119 c,2,2014,0,http://exoplanet.eu/catalog/kepler-119_c/
Kepler-1190,b,Kepler-1190 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1190_b/
Kepler-1191,b,Kepler-1191 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1191_b/
Kepler-1192,b,Kepler-1192 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1192_b/
Kepler-1193,b,Kepler-1193 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1193_b/
Kepler-1194,b,Kepler-1194 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1194_b/
Kepler-1195,b,Kepler-1195 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1195_b/
Kepler-1196,b,Kepler-1196 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1196_b/
Kepler-1197,b,Kepler-1197 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1197_b/
Kepler-1198,b,Kepler-1198 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1198_b/
Kepler-1199,b,Kepler-1199 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1199_b/
Kepler-12,b,Kepler-12 b,1,2011,0,http://exoplanet.eu/catalog/kepler-12_b/
Kepler-120,b,Kepler-120 b,2,2014,0,http://exoplanet.eu/catalog/kepler-120_b/
Kepler-120,c,Kepler-120 c,2,2014,0,http://exoplanet.eu/catalog/kepler-120_c/
Kepler-1200,b,Kepler-1200 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1200_b/
Kepler-1201,b,Kepler-1201 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1201_b/
Kepler-1202,b,Kepler-1202 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1202_b/
Kepler-1203,b,Kepler-1203 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1203_b/
Kepler-1204,b,Kepler-1204 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1204_b/
Kepler-1205,b,Kepler-1205 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1205_b/
Kepler-1206,b,Kepler-1206 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1206_b/
Kepler-1207,b,Kepler-1207 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1207_b/
Kepler-1208,b,Kepler-1208 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1208_b/
Kepler-1209,b,Kepler-1209 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1209_b/
Kepler-121,b,Kepler-121 b,2,2014,0,http://exoplanet.eu/catalog/kepler-121_b/
Kepler-121,c,Kepler-121 c,2,2014,0,http://exoplanet.eu/catalog/kepler-121_c/
Kepler-1210,b,Kepler-1210 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1210_b/
Kepler-1211,b,Kepler-1211 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1211_b/
Kepler-1212,b,Kepler-1212 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1212_b/
Kepler-1213,b,Kepler-1213 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1213_b/
Kepler-1214,b,Kepler-1214 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1214_b/
Kepler-1215,b,Kepler-1215 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1215_b/
Kepler-1216,b,Kepler-1216 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1216_b/
Kepler-1217,b,Kepler-1217 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1217_b/
Kepler-1218,b,Kepler-1218 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1218_b/
Kepler-1219,b,Kepler-1219 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1219_b/
Kepler-122,b,Kepler-122 b,5,2014,0,http://exoplanet.eu/catalog/kepler-122_b/
Kepler-122,c,Kepler-122 c,5,2014,0,http://exoplanet.eu/catalog/kepler-122_c/
Kepler-122,d,Kepler-122 d,5,2014,0,http://exoplanet.eu/catalog/kepler-122_d/
Kepler-122,e,Kepler-122 e,5,2014,0,http://exoplanet.eu/catalog/kepler-122_e/
Kepler-122,f,Kepler-122 f,5,2014,0,
Kepler-1220,b,Kepler-1220 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1220_b/
Kepler-1221,b,Kepler-1221 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1221_b/
Kepler-1222,b,Kepler-1222 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1222_b/
Kepler-1223,b,Kepler-1223 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1223_b/
Kepler-1224,b,Kepler-1224 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1224_b/
Kepler-1225,b,Kepler-1225 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1225_b/
Kepler-1226,b,Kepler-1226 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1226_b/
Kepler-1227,b,Kepler-1227 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1227_b/
Kepler-1228,b,Kepler-1228 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1228_b/
Kepler-1229,b,Kepler-1229 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1229_b/
Kepler-123,b,Kepler-123 b,2,2014,0,http://exoplanet.eu/catalog/kepler-123_b/
Kepler-123,c,Kepler-123 c,2,2014,0,http://exoplanet.eu/catalog/kepler-123_c/
Kepler-1230,b,Kepler-1230 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1230_b/
Kepler-1231,b,Kepler-1231 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1231_b/
Kepler-1232,b,Kepler-1232 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1232_b/
Kepler-1233,b,Kepler-1233 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1233_b/
Kepler-1234,b,Kepler-1234 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1234_b/
Kepler-1235,b,Kepler-1235 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1235_b/
Kepler-1236,b,Kepler-1236 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1236_b/
Kepler-1237,b,Kepler-1237 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1237_b/
Kepler-1238,b,Kepler-1238 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1238_b/
Kepler-1239,b,Kepler-1239 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1239_b/
Kepler-124,b,Kepler-124 b,3,2014,0,http://exoplanet.eu/catalog/kepler-124_b/
Kepler-124,c,Kepler-124 c,3,2014,0,http://exoplanet.eu/catalog/kepler-124_c/
Kepler-124,d,Kepler-124 d,3,2014,0,http://exoplanet.eu/catalog/kepler-124_d/
Kepler-1240,b,Kepler-1240 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1240_b/
Kepler-1241,b,Kepler-1241 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1241_b/
